Open Time,Open,High,Low,Close,Volume,Close Time,Quote Asset Volume,Number Trades,Taker Base Asset Volume,Take Quote Asset Volume,Ignore
1516406400000,0.00194990,0.00195050,0.00191000,0.00193490,6653.01000000,1516408199999,12.85249867,223,1679.80000000,3.25544491,0
1516408200000,0.00193470,0.00194770,0.00192730,0.00192730,2067.16000000,1516409999999,4.00877129,149,1063.53000000,2.06410516,0
1516410000000,0.00192740,0.00193500,0.00191200,0.00193500,3245.74000000,1516411799999,6.23065925,205,1319.01000000,2.53364230,0
1516411800000,0.00193300,0.00193600,0.00191130,0.00193590,268414.93000000,1516413599999,516.21958757,161,267275.15000000,514.02870876,0
1516413600000,0.00193420,0.00193690,0.00192200,0.00193590,116989.57000000,1516415399999,225.68680477,186,113619.73000000,219.19397300,0
1516415400000,0.00193510,0.00193660,0.00192200,0.00192530,6211.55000000,1516417199999,11.96061413,168,981.31000000,1.89423529,0
1516417200000,0.00192520,0.00194350,0.00190800,0.00194140,116340.16000000,1516418999999,223.73633537,189,113222.00000000,217.75420685,0
1516419000000,0.00194080,0.00196040,0.00193300,0.00194940,8097.81000000,1516420799999,15.74700433,330,4085.39000000,7.95221880,0
1516420800000,0.00194880,0.00209000,0.00193200,0.00203090,198896.78000000,1516422599999,388.84286790,1454,181035.00000000,352.80772519,0
1516422600000,0.00203090,0.00213460,0.00195900,0.00201280,40031.93000000,1516424399999,82.51628078,1190,21308.82000000,44.16904345,0
1516424400000,0.00201280,0.00204290,0.00191450,0.00194260,101437.28000000,1516426199999,201.66373373,752,87439.51000000,174.17610549,0
1516426200000,0.00194250,0.00196000,0.00191450,0.00193640,57390.33000000,1516427999999,111.01574238,526,48593.11000000,94.00953907,0
1516428000000,0.00193940,0.00199130,0.00191680,0.00198910,8248.21000000,1516429799999,16.17021807,446,3891.10000000,7.62864788,0
1516429800000,0.00198170,0.00198170,0.00193600,0.00193980,9009.07000000,1516431599999,17.57778990,341,2119.76000000,4.13473813,0
1516431600000,0.00193600,0.00195550,0.00190100,0.00192750,14148.46000000,1516433399999,27.18387746,639,5419.87000000,10.44612611,0
1516433400000,0.00193410,0.00196100,0.00192990,0.00193480,6746.89000000,1516435199999,13.16538958,377,3358.30000000,6.55511942,0
1516435200000,0.00193200,0.00195130,0.00192710,0.00195130,8333.97000000,1516436999999,16.18463861,370,4880.04000000,9.49031391,0
1516437000000,0.00195120,0.00199210,0.00194550,0.00198530,15356.74000000,1516438799999,30.22692326,556,8690.75000000,17.11326401,0
1516438800000,0.00198530,0.00199050,0.00195700,0.00197150,60908.81000000,1516440599999,120.24018162,405,57465.03000000,113.43878714,0
1516440600000,0.00197350,0.00199200,0.00197000,0.00197690,5093.35000000,1516442399999,10.10271120,275,2759.72000000,5.47713207,0
1516442400000,0.00197600,0.00197710,0.00195500,0.00197400,5851.66000000,1516444199999,11.49789529,282,2492.46000000,4.89824912,0
1516444200000,0.00197640,0.00197840,0.00196590,0.00197800,2516.62000000,1516445999999,4.96587203,187,1574.11000000,3.10764458,0
1516446000000,0.00197100,0.00199200,0.00196180,0.00199060,44827.73000000,1516447799999,89.10667871,261,42128.51000000,83.77973679,0
1516447800000,0.00199200,0.00199210,0.00198150,0.00199140,23770.83000000,1516449599999,47.29957767,232,22272.18000000,44.32318691,0
1516449600000,0.00198630,0.00199210,0.00197090,0.00199160,4597.96000000,1516451399999,9.14421895,174,2786.91000000,5.54597732,0
1516451400000,0.00199140,0.00199210,0.00197530,0.00198620,4158.28000000,1516453199999,8.26840859,192,1429.55000000,2.84530288,0
1516453200000,0.00198980,0.00199210,0.00195500,0.00197470,7510.41000000,1516454999999,14.81716079,383,4050.57000000,8.00312198,0
1516455000000,0.00197470,0.00198100,0.00196000,0.00198100,5378.95000000,1516456799999,10.57655213,262,2300.32000000,4.53157030,0
1516456800000,0.00197620,0.00199940,0.00196000,0.00197500,43484.50000000,1516458599999,86.45572408,348,39765.19000000,79.09462144,0
1516458600000,0.00197500,0.00202980,0.00196000,0.00200700,33221.11000000,1516460399999,65.88344355,357,30113.09000000,59.69656500,0
1516460400000,0.00200730,0.00210000,0.00200730,0.00209400,27497.25000000,1516462199999,56.91489275,1243,14775.68000000,30.65744863,0
1516462200000,0.00209400,0.00211000,0.00203580,0.00205420,20686.80000000,1516463999999,42.86594357,833,10496.30000000,21.80952114,0
1516464000000,0.00205440,0.00205440,0.00202680,0.00204420,8750.07000000,1516465799999,17.83337913,401,4127.51000000,8.41434960,0
1516465800000,0.00204420,0.00209540,0.00202000,0.00202690,12761.18000000,1516467599999,26.12938833,549,4913.84000000,10.10080411,0
1516467600000,0.00203710,0.00207990,0.00202000,0.00207990,8867.80000000,1516469399999,18.13387917,503,4329.37000000,8.87407449,0
1516469400000,0.00207930,0.00207930,0.00202620,0.00203640,11727.97000000,1516471199999,24.14781971,477,5654.04000000,11.67407875,0
1516471200000,0.00203080,0.00210000,0.00203060,0.00210000,8117.54000000,1516472999999,16.79466072,530,5810.65000000,12.02180370,0
1516473000000,0.00210000,0.00211310,0.00207980,0.00209960,13043.10000000,1516474799999,27.36989686,547,7079.84000000,14.86488863,0
1516474800000,0.00209960,0.00215270,0.00208920,0.00212480,19409.63000000,1516476599999,41.25240926,902,11448.36000000,24.32753810,0
1516476600000,0.00212480,0.00215260,0.00208930,0.00209550,22918.70000000,1516478399999,48.49967147,847,12512.02000000,26.46401395,0
1516478400000,0.00209570,0.00212980,0.00204500,0.00210050,16009.92000000,1516480199999,33.28666236,876,7697.15000000,16.03023417,0
1516480200000,0.00210050,0.00217080,0.00209720,0.00216480,22427.02000000,1516481999999,48.18259361,923,12307.15000000,26.48201239,0
1516482000000,0.00216500,0.00218800,0.00213880,0.00214700,19524.53000000,1516483799999,42.21386281,614,9957.67000000,21.52518979,0
1516483800000,0.00214410,0.00216350,0.00210930,0.00211020,29415.22000000,1516485599999,62.53051573,467,6500.52000000,13.92895221,0
1516485600000,0.00211690,0.00214400,0.00210750,0.00212450,6888.26000000,1516487399999,14.60257534,384,3039.04000000,6.45027781,0
1516487400000,0.00212250,0.00214040,0.00210000,0.00212190,6998.34000000,1516489199999,14.85766375,320,3395.81000000,7.22029362,0
1516489200000,0.00212180,0.00215330,0.00210620,0.00214390,5805.81000000,1516490999999,12.33549832,365,2841.47000000,6.03579147,0
1516491000000,0.00214390,0.00215800,0.00213120,0.00214790,4237.01000000,1516492799999,9.08152723,324,1849.29000000,3.97252538,0
1516492800000,0.00214220,0.00214990,0.00210000,0.00214990,9931.00000000,1516494599999,21.11681599,456,3579.91000000,7.65689528,0
1516494600000,0.00214990,0.00219340,0.00214990,0.00218900,14376.22000000,1516496399999,31.25499500,746,6468.63000000,14.06255985,0
1516496400000,0.00218900,0.00237000,0.00218900,0.00232000,100132.52000000,1516498199999,229.90895330,3438,54896.40000000,125.96861379,0
1516498200000,0.00232020,0.00245000,0.00226570,0.00242940,192694.30000000,1516499999999,452.05380255,3020,156355.10000000,366.14443486,0
1516500000000,0.00241010,0.00248380,0.00235000,0.00237980,98391.91000000,1516501799999,235.73082895,2311,68775.68000000,164.44307687,0
1516501800000,0.00237760,0.00240500,0.00227770,0.00234400,153426.10000000,1516503599999,356.40239978,1609,132792.13000000,308.43179910,0
1516503600000,0.00234390,0.00243000,0.00233840,0.00235070,151161.33000000,1516505399999,359.38011612,1372,132920.40000000,315.94919849,0
1516505400000,0.00235480,0.00243000,0.00232070,0.00238000,28564.80000000,1516507199999,67.94262770,995,15311.01000000,36.46796846,0
1516507200000,0.00238000,0.00241290,0.00231000,0.00233420,16280.21000000,1516508999999,38.43026994,742,5575.90000000,13.19420241,0
1516509000000,0.00235760,0.00238990,0.00222220,0.00225350,116051.76000000,1516510799999,263.19497026,1356,97424.30000000,220.49737816,0
